VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Total renewable water resources,Total renewable surface water,Tonga,2017,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tonga,2018,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tonga,2019,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tonga,2020,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tonga,2021,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Trinidad and Tobago,2017,3.74,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Trinidad and Tobago,2018,3.74,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Trinidad and Tobago,2019,3.74,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Trinidad and Tobago,2020,3.74,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Trinidad and Tobago,2021,3.74,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tunisia,2017,3.42,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tunisia,2018,3.42,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tunisia,2019,3.42,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tunisia,2020,3.42,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tunisia,2021,3.42,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkmenistan,2017,24.36,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkmenistan,2018,24.36,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkmenistan,2019,24.36,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkmenistan,2020,24.36,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkmenistan,2021,24.36,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tuvalu,2017,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tuvalu,2018,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tuvalu,2019,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tuvalu,2020,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Tuvalu,2021,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkey,2017,171.8,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkey,2018,171.8,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkey,2019,171.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkey,2020,171.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Turkey,2021,171.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uganda,2017,60.1,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uganda,2018,60.1,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uganda,2019,60.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uganda,2020,60.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uganda,2021,60.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Ukraine,2017,170.28,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Ukraine,2018,170.28,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Ukraine,2019,170.28,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Ukraine,2020,170.28,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Ukraine,2021,170.28,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Arab Emirates,2017,0.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Arab Emirates,2018,0.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Arab Emirates,2019,0.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Arab Emirates,2020,0.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Arab Emirates,2021,0.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Kingdom of Britain and Northern Ireland,2017,146.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Kingdom of Britain and Northern Ireland,2018,146.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Kingdom of Britain and Northern Ireland,2019,146.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Kingdom of Britain and Northern Ireland,2020,146.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Kingdom of Britain and Northern Ireland,2021,146.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Republic of Tanzania,2017,92.27,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Republic of Tanzania,2018,92.27,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Republic of Tanzania,2019,92.27,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Republic of Tanzania,2020,92.27,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United Republic of Tanzania,2021,92.27,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United States of America,2017,2913,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United States of America,2018,2913,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United States of America,2019,2913,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United States of America,2020,2913,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,United States of America,2021,2913,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uruguay,2017,172.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uruguay,2018,172.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uruguay,2019,172.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uruguay,2020,172.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uruguay,2021,172.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uzbekistan,2017,42.07,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uzbekistan,2018,42.07,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uzbekistan,2019,42.07,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uzbekistan,2020,42.07,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Uzbekistan,2021,42.07,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Vanuatu,2017,10,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Vanuatu,2018,10,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Vanuatu,2019,10,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Vanuatu,2020,10,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Vanuatu,2021,10,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Venezuela (Bolivarian Republic of),2017,1302.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Venezuela (Bolivarian Republic of),2018,1302.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Venezuela (Bolivarian Republic of),2019,1302.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Venezuela (Bolivarian Republic of),2020,1302.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Venezuela (Bolivarian Republic of),2021,1302.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Viet Nam,2017,847.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Viet Nam,2018,847.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Viet Nam,2019,847.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Viet Nam,2020,847.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Viet Nam,2021,847.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Yemen,2017,2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Yemen,2018,2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Yemen,2019,2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Yemen,2020,2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Yemen,2021,2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zambia,2017,104.8,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zambia,2018,104.8,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zambia,2019,104.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zambia,2020,104.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zambia,2021,104.8,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zimbabwe,2017,19,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zimbabwe,2018,19,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zimbabwe,2019,19,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zimbabwe,2020,19,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable surface water,Zimbabwe,2021,19,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Afghanistan,2017,65.33,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Afghanistan,2018,65.33,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Afghanistan,2019,65.33,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Afghanistan,2020,65.33,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Afghanistan,2021,65.33,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Albania,2017,30.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Albania,2018,30.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Albania,2019,30.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Albania,2020,30.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Albania,2021,30.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Algeria,2017,11.667,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Algeria,2018,11.667,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Algeria,2019,11.667,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Algeria,2020,11.667,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Algeria,2021,11.667,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Andorra,2017,0.3156,10^9 m3/year,X,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Andorra,2018,0.3156,10^9 m3/year,X,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Andorra,2019,0.3156,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Andorra,2020,0.3156,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Andorra,2021,0.3156,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Angola,2017,148.4,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Angola,2018,148.4,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Angola,2019,148.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Angola,2020,148.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Angola,2021,148.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Antigua and Barbuda,2017,0.052,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Antigua and Barbuda,2018,0.052,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Antigua and Barbuda,2019,0.052,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Antigua and Barbuda,2020,0.052,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Antigua and Barbuda,2021,0.052,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Argentina,2017,876.24,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Argentina,2018,876.24,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Argentina,2019,876.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Argentina,2020,876.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Argentina,2021,876.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Armenia,2017,7.769,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Armenia,2018,7.769,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Armenia,2019,7.769,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Armenia,2020,7.769,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Armenia,2021,7.769,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Australia,2017,492,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Australia,2018,492,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Australia,2019,492,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Australia,2020,492,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Australia,2021,492,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Austria,2017,77.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Austria,2018,77.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Austria,2019,77.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Austria,2020,77.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Austria,2021,77.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Azerbaijan,2017,34.675,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Azerbaijan,2018,34.675,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Azerbaijan,2019,34.675,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Azerbaijan,2020,34.675,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Azerbaijan,2021,34.675,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahamas,2017,0.7,10^9 m3/year,-,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahamas,2018,0.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahamas,2019,0.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahamas,2020,0.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahamas,2021,0.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahrain,2017,0.116,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahrain,2018,0.116,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahrain,2019,0.116,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahrain,2020,0.116,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bahrain,2021,0.116,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bangladesh,2017,1227.032,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bangladesh,2018,1227.032,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bangladesh,2019,1227.032,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bangladesh,2020,1227.032,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bangladesh,2021,1227.032,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Barbados,2017,0.08,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Barbados,2018,0.08,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Barbados,2019,0.08,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Barbados,2020,0.08,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Barbados,2021,0.08,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belarus,2017,57.9,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belarus,2018,57.9,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belarus,2019,57.9,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belarus,2020,57.9,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belarus,2021,57.9,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belgium,2017,18.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belgium,2018,18.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belgium,2019,18.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belgium,2020,18.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belgium,2021,18.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belize,2017,21.734,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belize,2018,21.734,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belize,2019,21.734,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belize,2020,21.734,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Belize,2021,21.734,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Benin,2017,26.39,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Benin,2018,26.39,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Benin,2019,26.39,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Benin,2020,26.39,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Benin,2021,26.39,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bhutan,2017,78,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bhutan,2018,78,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bhutan,2019,78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bhutan,2020,78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bhutan,2021,78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bolivia (Plurinational State of),2017,574,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bolivia (Plurinational State of),2018,574,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bolivia (Plurinational State of),2019,574,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bolivia (Plurinational State of),2020,574,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bolivia (Plurinational State of),2021,574,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bosnia and Herzegovina,2017,37.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bosnia and Herzegovina,2018,37.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bosnia and Herzegovina,2019,37.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bosnia and Herzegovina,2020,37.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bosnia and Herzegovina,2021,37.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Botswana,2017,12.24,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Botswana,2018,12.24,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Botswana,2019,12.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Botswana,2020,12.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Botswana,2021,12.24,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brazil,2017,8647,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brazil,2018,8647,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brazil,2019,8647,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brazil,2020,8647,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brazil,2021,8647,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brunei Darussalam,2017,8.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brunei Darussalam,2018,8.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brunei Darussalam,2019,8.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brunei Darussalam,2020,8.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Brunei Darussalam,2021,8.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bulgaria,2017,21.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bulgaria,2018,21.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bulgaria,2019,21.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bulgaria,2020,21.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Bulgaria,2021,21.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burkina Faso,2017,13.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burkina Faso,2018,13.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burkina Faso,2019,13.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burkina Faso,2020,13.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burkina Faso,2021,13.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burundi,2017,12.536,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burundi,2018,12.536,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burundi,2019,12.536,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burundi,2020,12.536,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Burundi,2021,12.536,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cabo Verde,2017,0.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cabo Verde,2018,0.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cabo Verde,2019,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cabo Verde,2020,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cabo Verde,2021,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cambodia,2017,476.1,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cambodia,2018,476.1,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cambodia,2019,476.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cambodia,2020,476.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cambodia,2021,476.1,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cameroon,2017,283.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cameroon,2018,283.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cameroon,2019,283.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cameroon,2020,283.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cameroon,2021,283.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Canada,2017,2902,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Canada,2018,2902,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Canada,2019,2902,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Canada,2020,2902,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Canada,2021,2902,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Central African Republic,2017,141,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Central African Republic,2018,141,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Central African Republic,2019,141,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Central African Republic,2020,141,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Central African Republic,2021,141,10^9 m3/year,I,FALSE
